,start_time,ambient_temperature,battery_id,test_id,uid,filename,cycle_number
1221,[2008. 5. 26. 16. 51. 13.375],24,B0006,605,1222,01222.csv,167
1225,[2008. 5. 26. 21. 41. 33.468],24,B0006,609,1226,01226.csv,168
1228,[2008. 5. 27. 17. 53. 59.765],24,B0006,612,1229,01229.csv,169
1231,[2008. 5. 28. 11. 9. 42.046],24,B0006,615,1232,01232.csv,170
1232,[2008. 4. 2. 13. 8. 17.921],24,B0007,0,1233,01233.csv,1
1234,[2008. 4. 2. 16. 37. 51.984],24,B0007,2,1235,01235.csv,2
1236,[2008. 4. 2. 20. 55. 40.812],24,B0007,4,1237,01237.csv,3
1238,[2008. 4. 3. 1. 12. 38.671],24,B0007,6,1239,01239.csv,4
1240,[2008. 4. 3. 5. 27. 49.125],24,B0007,8,1241,01241.csv,5
1242,[2008. 4. 3. 9. 44. 35.078],24,B0007,10,1243,01243.csv,6
1244,[2008. 4. 3. 14. 6. 43.234],24,B0007,12,1245,01245.csv,7
1246,[2008. 4. 3. 18. 28. 47.125],24,B0007,14,1247,01247.csv,8
1248,[2008. 4. 3. 22. 38. 27.453],24,B0007,16,1249,01249.csv,9
1250,[2008. 4. 4. 2. 48. 6.156],24,B0007,18,1251,01251.csv,10
1252,[2008. 4. 4. 6. 58. 0.296],24,B0007,20,1253,01253.csv,11
1254,[2008. 4. 4. 11. 6. 50.375],24,B0007,22,1255,01255.csv,12
1255,[2008. 4. 4. 15. 5. 59.906],24,B0007,23,1256,01256.csv,13
1257,[2008. 4. 4. 19. 5. 19.234],24,B0007,25,1258,01258.csv,14
1259,[2008. 4. 4. 23. 10. 25.421],24,B0007,27,1260,01260.csv,15
1261,[2008. 4. 5. 3. 28. 57.234],24,B0007,29,1262,01262.csv,16
1263,[2008. 4. 5. 7. 33. 12.734],24,B0007,31,1264,01264.csv,17
1265,[2008. 4. 5. 11. 38. 22.140],24,B0007,33,1266,01266.csv,18
1267,[2008. 4. 5. 15. 42. 11.531],24,B0007,35,1268,01268.csv,19
1269,[2008. 4. 5. 19. 46. 36.125],24,B0007,37,1270,01270.csv,20
1271,[2008. 4. 18. 17. 34. 22.890],24,B0007,39,1272,01272.csv,21
1275,[2008. 4. 18. 22. 53. 58.343],24,B0007,43,1276,01276.csv,22
1279,[2008. 4. 19. 4. 12. 6.343],24,B0007,47,1280,01280.csv,23
1283,[2008. 4. 19. 9. 29. 52.703],24,B0007,51,1284,01284.csv,24
1287,[2008. 4. 19. 14. 43. 41.265],24,B0007,55,1288,01288.csv,25
1291,[2008. 4. 19. 20. 9. 47.750],24,B0007,59,1292,01292.csv,26
1295,[2008. 4. 20. 1. 22. 53.953],24,B0007,63,1296,01296.csv,27
1299,[2008. 4. 20. 6. 35. 39.765],24,B0007,67,1300,01300.csv,28
1303,[2008. 4. 20. 11. 57. 8.765],24,B0007,71,1304,01304.csv,29
1307,[2008. 4. 20. 17. 17. 44.031],24,B0007,75,1308,01308.csv,30
1311,[2008. 4. 20. 22. 31. 18.046],24,B0007,79,1312,01312.csv,31
1315,[2008. 4. 21. 17. 51. 26.312],24,B0007,83,1316,01316.csv,32
1316,[2008. 4. 22. 14. 15. 41.187],24,B0007,84,1317,01317.csv,33
1319,[2008. 4. 22. 17. 4. 53.218],24,B0007,87,1320,01320.csv,34
1323,[2008. 4. 22. 21. 56. 21.406],24,B0007,91,1324,01324.csv,35
1327,[2008. 4. 23. 2. 47. 55.453],24,B0007,95,1328,01328.csv,36
1331,[2008. 4. 23. 7. 47. 54.718],24,B0007,99,1332,01332.csv,37
1335,[2008. 4. 23. 12. 37. 17.515],24,B0007,103,1336,01336.csv,38
1339,[2008. 4. 23. 17. 35. 42.828],24,B0007,107,1340,01340.csv,39
1343,[2008. 4. 23. 22. 32. 6.671],24,B0007,111,1344,01344.csv,40
1347,[2008. 4. 24. 3. 20. 23.359],24,B0007,115,1348,01348.csv,41
1351,[2008. 4. 24. 8. 18. 41.703],24,B0007,119,1352,01352.csv,42
1355,[2008. 4. 24. 13. 17. 56.250],24,B0007,123,1356,01356.csv,43
1359,[2008. 4. 24. 18. 14. 28.937],24,B0007,127,1360,01360.csv,44
1363,[2008. 4. 24. 23. 6. 34.156],24,B0007,131,1364,01364.csv,45
1366,[2008. 4. 25. 17. 2. 35.703],24,B0007,134,1367,01367.csv,46
1369,[2008. 4. 25. 21. 32. 20.468],24,B0007,137,1370,01370.csv,47
1373,[2008. 4. 26. 2. 32. 41.093],24,B0007,141,1374,01374.csv,48
1377,[2008. 4. 26. 7. 25. 23.031],24,B0007,145,1378,01378.csv,49
1380,[2008. 4. 28. 17. 20. 47.859],24,B0007,148,1381,01381.csv,50
1383,[2008. 4. 29. 13. 44. 46.546],24,B0007,151,1384,01384.csv,51
1387,[2008. 4. 29. 18. 34. 10.656],24,B0007,155,1388,01388.csv,52
1391,[2008. 4. 29. 23. 28. 20.218],24,B0007,159,1392,01392.csv,53
1395,[2008. 4. 30. 4. 11. 53.078],24,B0007,163,1396,01396.csv,54
1399,[2008. 4. 30. 9. 9. 32.281],24,B0007,167,1400,01400.csv,55
1403,[2008. 4. 30. 13. 56. 29.843],24,B0007,171,1404,01404.csv,56
1407,[2008. 4. 30. 18. 47. 57.390],24,B0007,175,1408,01408.csv,57
1411,[2008. 4. 30. 23. 42. 27.250],24,B0007,179,1412,01412.csv,58
1415,[2008. 5. 1. 4. 42. 57.703],24,B0007,183,1416,01416.csv,59
1419,[2008. 5. 1. 9. 43. 18.359],24,B0007,187,1420,01420.csv,60
1423,[2008. 5. 1. 14. 41. 41.578],24,B0007,191,1424,01424.csv,61
1427,[2008. 5. 1. 19. 38. 17.968],24,B0007,195,1428,01428.csv,62
1431,[2008. 5. 2. 0. 37. 22.234],24,B0007,199,1432,01432.csv,63
1435,[2008. 5. 2. 5. 20. 24.687],24,B0007,203,1436,01436.csv,64
1439,[2008. 5. 2. 10. 11. 31.921],24,B0007,207,1440,01440.csv,65
1443,[2008. 5. 2. 15. 9. 46.812],24,B0007,211,1444,01444.csv,66
1446,[2008. 5. 2. 20. 28. 25.781],24,B0007,214,1447,01447.csv,67
1449,[2008. 5. 3. 0. 50. 52.187],24,B0007,217,1450,01450.csv,68
1453,[2008. 5. 3. 5. 39. 33.921],24,B0007,221,1454,01454.csv,69
1457,[2008. 5. 3. 10. 36. 35.781],24,B0007,225,1458,01458.csv,70
1461,[2008. 5. 3. 15. 30. 41.640],24,B0007,229,1462,01462.csv,71
1465,[2008. 5. 3. 20. 24. 21.312],24,B0007,233,1466,01466.csv,72
1469,[2008. 5. 4. 1. 8. 29.578],24,B0007,237,1470,01470.csv,73
1473,[2008. 5. 4. 6. 7. 29.546],24,B0007,241,1474,01474.csv,74
1477,[2008. 5. 4. 11. 6. 2.078],24,B0007,245,1478,01478.csv,75
1481,[2008. 5. 4. 16. 3. 55.281],24,B0007,249,1482,01482.csv,76
1485,[2008. 5. 4. 21. 2. 41.203],24,B0007,253,1486,01486.csv,77
1489,[2008. 5. 5. 2. 1. 17.890],24,B0007,257,1490,01490.csv,78
1493,[2008. 5. 5. 6. 53. 38.406],24,B0007,261,1494,01494.csv,79
1496,[2008. 5. 5. 17. 40. 16.687],24,B0007,264,1497,01497.csv,80
1499,[2008. 5. 5. 22. 5. 32.500],24,B0007,267,1500,01500.csv,81
1503,[2008. 5. 6. 3. 3. 53.390],24,B0007,271,1504,01504.csv,82
1507,[2008. 5. 6. 8. 2. 5.062],24,B0007,275,1508,01508.csv,83
1511,[2008. 5. 6. 12. 50. 20.781],24,B0007,279,1512,01512.csv,84
1515,[2008. 5. 6. 17. 48. 34.906],24,B0007,283,1516,01516.csv,85
1519,[2008. 5. 6. 22. 46. 40.375],24,B0007,287,1520,01520.csv,86
1523,[2008. 5. 7. 3. 42. 15.750],24,B0007,291,1524,01524.csv,87
1527,[2008. 5. 7. 8. 28. 34.453],24,B0007,295,1528,01528.csv,88
1531,[2008. 5. 7. 13. 26. 13.671],24,B0007,299,1532,01532.csv,89
1535,[2008. 5. 7. 18. 23. 54.687],24,B0007,303,1536,01536.csv,90
1539,[2008. 5. 7. 23. 20. 34.515],24,B0007,307,1540,01540.csv,91
1546,[2008. 5. 9. 17. 26. 51.968],24,B0007,314,1547,01547.csv,92
1549,[2008. 5. 9. 21. 53. 0.281],24,B0007,317,1550,01550.csv,93
1553,[2008. 5. 10. 2. 46. 38.734],24,B0007,321,1554,01554.csv,94
1557,[2008. 5. 10. 7. 42. 46.312],24,B0007,325,1558,01558.csv,95
1561,[2008. 5. 10. 12. 40. 29.890],24,B0007,329,1562,01562.csv,96
1565,[2008. 5. 10. 17. 36. 13.062],24,B0007,333,1566,01566.csv,97
1569,[2008. 5. 10. 22. 32. 2.937],24,B0007,337,1570,01570.csv,98
1573,[2008. 5. 11. 3. 29. 30.359],24,B0007,341,1574,01574.csv,99
1577,[2008. 5. 11. 8. 19. 27.953],24,B0007,345,1578,01578.csv,100
1581,[2008. 5. 11. 13. 16. 38.640],24,B0007,349,1582,01582.csv,101
1585,[2008. 5. 11. 18. 13. 51.109],24,B0007,353,1586,01586.csv,102
1589,[2008. 5. 11. 23. 10. 55.875],24,B0007,357,1590,01590.csv,103
1593,[2008. 5. 12. 4. 0. 32.718],24,B0007,361,1594,01594.csv,104
1597,[2008. 5. 12. 16. 11. 11.140],24,B0007,365,1598,01598.csv,105
1600,[2008. 5. 12. 20. 23. 51.828],24,B0007,368,1601,01601.csv,106
1604,[2008. 5. 13. 1. 16. 51.859],24,B0007,372,1605,01605.csv,107
1608,[2008. 5. 13. 5. 58. 50.796],24,B0007,376,1609,01609.csv,108
1612,[2008. 5. 13. 10. 47. 1.828],24,B0007,380,1613,01613.csv,109
1616,[2008. 5. 13. 15. 43. 41.296],24,B0007,384,1617,01617.csv,110
1620,[2008. 5. 13. 20. 27. 29.109],24,B0007,388,1621,01621.csv,111
1624,[2008. 5. 14. 1. 22. 34.765],24,B0007,392,1625,01625.csv,112
1628,[2008. 5. 14. 6. 18. 57.625],24,B0007,396,1629,01629.csv,113
1632,[2008. 5. 14. 11. 15. 12.671],24,B0007,400,1633,01633.csv,114
1636,[2008. 5. 14. 15. 58. 13.406],24,B0007,404,1637,01637.csv,115
1640,[2008. 5. 14. 20. 54. 30.671],24,B0007,408,1641,01641.csv,116
1644,[2008. 5. 15. 1. 50. 38.062],24,B0007,412,1645,01645.csv,117
1648,[2008. 5. 15. 6. 46. 38.500],24,B0007,416,1649,01649.csv,118
1652,[2008. 5. 15. 11. 42. 28.859],24,B0007,420,1653,01653.csv,119
1656,[2008. 5. 15. 16. 33. 24.093],24,B0007,424,1657,01657.csv,120
1660,[2008. 5. 15. 21. 19. 13.234],24,B0007,428,1661,01661.csv,121
1663,[2008. 5. 16. 18. 43. 58.906],24,B0007,431,1664,01664.csv,122
1666,[2008. 5. 16. 23. 0. 32.515],24,B0007,434,1667,01667.csv,123
1670,[2008. 5. 17. 3. 54. 49.125],24,B0007,438,1671,01671.csv,124
1674,[2008. 5. 17. 8. 47. 46.703],24,B0007,442,1675,01675.csv,125
1678,[2008. 5. 17. 13. 43. 32.281],24,B0007,446,1679,01679.csv,126
1682,[2008. 5. 17. 18. 37. 55.593],24,B0007,450,1683,01683.csv,127
1686,[2008. 5. 17. 23. 32. 50.468],24,B0007,454,1687,01687.csv,128
1690,[2008. 5. 18. 4. 27. 19.656],24,B0007,458,1691,01691.csv,129
1694,[2008. 5. 18. 9. 22. 51.046],24,B0007,462,1695,01695.csv,130
1698,[2008. 5. 18. 14. 6. 39.921],24,B0007,466,1699,01699.csv,131
1702,[2008. 5. 18. 18. 58. 12.609],24,B0007,470,1703,01703.csv,132
1706,[2008. 5. 18. 23. 53. 33.781],24,B0007,474,1707,01707.csv,133
1710,[2008. 5. 19. 4. 48. 55.437],24,B0007,478,1711,01711.csv,134
1713,[2008. 5. 19. 17. 58. 12.687],24,B0007,481,1714,01714.csv,135
1715,[2008. 5. 19. 22. 8. 37.250],24,B0007,483,1716,01716.csv,136
1718,[2008. 5. 20. 2. 38. 35.343],24,B0007,486,1719,01719.csv,137
1722,[2008. 5. 20. 7. 33. 50.828],24,B0007,490,1723,01723.csv,138
1726,[2008. 5. 20. 12. 28. 58.687],24,B0007,494,1727,01727.csv,139
1730,[2008. 5. 20. 17. 19. 3.375],24,B0007,498,1731,01731.csv,140
1734,[2008. 5. 20. 22. 12. 15.984],24,B0007,502,1735,01735.csv,141
1738,[2008. 5. 21. 3. 1. 6.687],24,B0007,506,1739,01739.csv,142
1742,[2008. 5. 21. 7. 45. 45.343],24,B0007,510,1743,01743.csv,143
1746,[2008. 5. 21. 12. 39. 25.421],24,B0007,514,1747,01747.csv,144
1750,[2008. 5. 21. 17. 31. 40.671],24,B0007,518,1751,01751.csv,145
1754,[2008. 5. 21. 22. 23. 21.421],24,B0007,522,1755,01755.csv,146
1758,[2008. 5. 22. 3. 4. 11.015],24,B0007,526,1759,01759.csv,147
1762,[2008. 5. 22. 7. 53. 42.703],24,B0007,530,1763,01763.csv,148
1766,[2008. 5. 22. 12. 44. 24.687],24,B0007,534,1767,01767.csv,149
1770,[2008. 5. 22. 17. 39. 2.953],24,B0007,538,1771,01771.csv,150
1774,[2008. 5. 22. 22. 20. 44.390],24,B0007,542,1775,01775.csv,151
1778,[2008. 5. 23. 17. 12. 57.796],24,B0007,546,1779,01779.csv,152
1781,[2008. 5. 23. 21. 36. 0.750],24,B0007,549,1782,01782.csv,153
1785,[2008. 5. 24. 2. 30. 34.593],24,B0007,553,1786,01786.csv,154
1789,[2008. 5. 24. 7. 21. 25.140],24,B0007,557,1790,01790.csv,155
1793,[2008. 5. 24. 12. 3. 55.937],24,B0007,561,1794,01794.csv,156
1797,[2008. 5. 24. 16. 52. 7.875],24,B0007,565,1798,01798.csv,157
1801,[2008. 5. 24. 21. 42. 10.750],24,B0007,569,1802,01802.csv,158
1805,[2008. 5. 25. 2. 27. 37.250],24,B0007,573,1806,01806.csv,159
1809,[2008. 5. 25. 7. 18. 6.015],24,B0007,577,1810,01810.csv,160
1813,[2008. 5. 25. 12. 12. 16.578],24,B0007,581,1814,01814.csv,161
1817,[2008. 5. 25. 16. 57. 49.359],24,B0007,585,1818,01818.csv,162
1821,[2008. 5. 25. 21. 43. 40.953],24,B0007,589,1822,01822.csv,163
1825,[2008. 5. 26. 2. 33. 39.031],24,B0007,593,1826,01826.csv,164
1829,[2008. 5. 26. 7. 21. 44.953],24,B0007,597,1830,01830.csv,165
1833,[2008. 5. 26. 12. 5. 7.078],24,B0007,601,1834,01834.csv,166
1837,[2008. 5. 26. 16. 51. 13.375],24,B0007,605,1838,01838.csv,167
1841,[2008. 5. 26. 21. 41. 33.468],24,B0007,609,1842,01842.csv,168
1844,[2008. 5. 27. 17. 53. 59.765],24,B0007,612,1845,01845.csv,169
1847,[2008. 5. 28. 11. 9. 42.046],24,B0007,615,1848,01848.csv,170
1848,[2008. 7. 7. 12. 26. 45.750],24,B0018,0,1849,01849.csv,1
1852,[2008. 7. 7. 18. 20. 14.250],24,B0018,4,1853,01853.csv,2
1856,[2008. 7. 7. 23. 23. 14.531],24,B0018,8,1857,01857.csv,3
1860,[2008. 7. 8. 4. 26. 2.109],24,B0018,12,1861,01861.csv,4
1864,[2008. 7. 8. 15. 56. 37.562],24,B0018,16,1865,01865.csv,5
1866,[2008. 7. 8. 19. 56. 7.281],24,B0018,18,1867,01867.csv,6
1868,[2008. 7. 8. 23. 55. 29.781],24,B0018,20,1869,01869.csv,7
1870,[2008. 7. 9. 3. 54. 41.859],24,B0018,22,1871,01871.csv,8
1872,[2008. 7. 9. 7. 53. 44.890],24,B0018,24,1873,01873.csv,9
1876,[2008. 7. 10. 13. 33. 27.984],24,B0018,28,1877,01877.csv,10
1878,[2008. 7. 10. 17. 32. 45.796],24,B0018,30,1879,01879.csv,11
1880,[2008. 7. 10. 21. 31. 56.171],24,B0018,32,1881,01881.csv,12
1882,[2008. 7. 11. 1. 28. 11.828],24,B0018,34,1883,01883.csv,13
1884,[2008. 7. 11. 5. 26. 22.734],24,B0018,36,1885,01885.csv,14
1888,[2008. 7. 11. 11. 25. 49.812],24,B0018,40,1889,01889.csv,15
1890,[2008. 7. 11. 15. 24. 31.562],24,B0018,42,1891,01891.csv,16
1892,[2008. 7. 11. 19. 22. 48.406],24,B0018,44,1893,01893.csv,17
1894,[2008. 7. 11. 23. 19. 12.921],24,B0018,46,1895,01895.csv,18
1896,[2008. 7. 12. 3. 15. 14.546],24,B0018,48,1897,01897.csv,19
1900,[2008. 7. 12. 8. 14. 20.437],24,B0018,52,1901,01901.csv,20
1902,[2008. 7. 12. 12. 12. 13.593],24,B0018,54,1903,01903.csv,21
1904,[2008. 7. 12. 16. 9. 54.750],24,B0018,56,1905,01905.csv,22
1906,[2008. 7. 12. 19. 49. 15.046],24,B0018,58,1907,01907.csv,23
1908,[2008. 7. 12. 23. 46. 44.031],24,B0018,60,1909,01909.csv,24
1912,[2008. 7. 14. 10. 7. 5.203],24,B0018,64,1913,01913.csv,25
1914,[2008. 7. 14. 14. 5. 10.625],24,B0018,66,1915,01915.csv,26
1916,[2008. 7. 14. 18. 0. 28.328],24,B0018,68,1917,01917.csv,27
1918,[2008. 7. 14. 21. 54. 9.625],24,B0018,70,1919,01919.csv,28
1920,[2008. 7. 15. 1. 46. 29.156],24,B0018,72,1921,01921.csv,29
1924,[2008. 7. 15. 6. 42. 54.687],24,B0018,76,1925,01925.csv,30
1926,[2008. 7. 15. 10. 39. 41.750],24,B0018,78,1927,01927.csv,31
1928,[2008. 7. 15. 14. 32. 50.812],24,B0018,80,1929,01929.csv,32
1930,[2008. 7. 15. 18. 25. 42.703],24,B0018,82,1931,01931.csv,33
1932,[2008. 7. 15. 22. 17. 17.343],24,B0018,84,1933,01933.csv,34
1936,[2008. 7. 16. 3. 12. 45.734],24,B0018,88,1937,01937.csv,35
1938,[2008. 7. 16. 7. 8. 4.625],24,B0018,90,1939,01939.csv,36
1940,[2008. 7. 16. 11. 1. 5.390],24,B0018,92,1941,01941.csv,37
1942,[2008. 7. 16. 14. 53. 0.375],24,B0018,94,1943,01943.csv,38
1944,[2008. 7. 16. 18. 46. 45.562],24,B0018,96,1945,01945.csv,39
1948,[2008. 7. 18. 14. 26. 49.046],24,B0018,100,1949,01949.csv,40
1950,[2008. 7. 18. 18. 23. 50.796],24,B0018,102,1951,01951.csv,41
1952,[2008. 7. 18. 22. 15. 11.625],24,B0018,104,1953,01953.csv,42
1954,[2008. 7. 19. 2. 5. 17.390],24,B0018,106,1955,01955.csv,43
1956,[2008. 7. 19. 5. 55. 59.421],24,B0018,108,1957,01957.csv,44
1960,[2008. 7. 19. 10. 52. 5.140],24,B0018,112,1961,01961.csv,45
1962,[2008. 7. 19. 14. 47. 30.984],24,B0018,114,1963,01963.csv,46
1963,[2008. 7. 29. 17. 16. 52.453],24,B0018,115,1964,01964.csv,47
1965,[2008. 7. 29. 19. 30. 58.062],24,B0018,117,1966,01966.csv,48
1967,[2008. 7. 29. 23. 18. 7.890],24,B0018,119,1968,01968.csv,49
1969,[2008. 7. 30. 3. 5. 37.578],24,B0018,121,1970,01970.csv,50
1971,[2008. 7. 30. 6. 52. 31.234],24,B0018,123,1972,01972.csv,51
1974,[2008. 7. 30. 16. 34. 24.156],24,B0018,126,1975,01975.csv,52
1976,[2008. 7. 30. 20. 23. 41.734],24,B0018,128,1977,01977.csv,53
1978,[2008. 7. 31. 0. 11. 53.156],24,B0018,130,1979,01979.csv,54
1980,[2008. 7. 31. 3. 41. 3.687],24,B0018,132,1981,01981.csv,55
1982,[2008. 7. 31. 7. 9. 40.171],24,B0018,134,1983,01983.csv,56
1985,[2008. 7. 31. 15. 20. 13.937],24,B0018,137,1986,01986.csv,57
1987,[2008. 8. 1. 17. 14. 25.234],24,B0018,139,1988,01988.csv,58
1989,[2008. 8. 1. 18. 41. 59.718],24,B0018,141,1990,01990.csv,59
1991,[2008. 8. 1. 22. 26. 52.171],24,B0018,143,1992,01992.csv,60
1993,[2008. 8. 2. 2. 11. 23.781],24,B0018,145,1994,01994.csv,61
1995,[2008. 8. 2. 5. 57. 44.890],24,B0018,147,1996,01996.csv,62
1999,[2008. 8. 2. 10. 56. 20.062],24,B0018,151,2000,02000.csv,63
2001,[2008. 8. 2. 14. 48. 33.312],24,B0018,153,2002,02002.csv,64
2003,[2008. 8. 2. 18. 35. 13.718],24,B0018,155,2004,02004.csv,65
2005,[2008. 8. 2. 22. 22. 24.875],24,B0018,157,2006,02006.csv,66
2007,[2008. 8. 3. 2. 8. 53.062],24,B0018,159,2008,02008.csv,67
2011,[2008. 8. 3. 7. 7. 32.140],24,B0018,163,2012,02012.csv,68
2013,[2008. 8. 3. 11. 1. 3.031],24,B0018,165,2014,02014.csv,69
2015,[2008. 8. 3. 14. 46. 29.593],24,B0018,167,2016,02016.csv,70
2017,[2008. 8. 3. 18. 34. 29.984],24,B0018,169,2018,02018.csv,71
2019,[2008. 8. 3. 22. 18. 31.312],24,B0018,171,2020,02020.csv,72
2023,[2008. 8. 4. 14. 9. 7.859],24,B0018,175,2024,02024.csv,73
2025,[2008. 8. 4. 18. 0. 55.828],24,B0018,177,2026,02026.csv,74
2027,[2008. 8. 4. 21. 47. 14.953],24,B0018,179,2028,02028.csv,75
2029,[2008. 8. 5. 1. 33. 10.312],24,B0018,181,2030,02030.csv,76
2031,[2008. 8. 5. 5. 19. 22.859],24,B0018,183,2032,02032.csv,77
2034,[2008. 8. 5. 9. 50. 52.046],24,B0018,186,2035,02035.csv,78
2036,[2008. 8. 5. 13. 41. 40.625],24,B0018,188,2037,02037.csv,79
2038,[2008. 8. 5. 17. 26. 58.796],24,B0018,190,2039,02039.csv,80
2040,[2008. 8. 5. 21. 12. 24.031],24,B0018,192,2041,02041.csv,81
2042,[2008. 8. 6. 0. 57. 26.078],24,B0018,194,2043,02043.csv,82
2046,[2008. 8. 6. 5. 53. 58.484],24,B0018,198,2047,02047.csv,83
2048,[2008. 8. 6. 9. 45. 37.468],24,B0018,200,2049,02049.csv,84
2050,[2008. 8. 6. 13. 30. 36.734],24,B0018,202,2051,02051.csv,85
2052,[2008. 8. 6. 17. 15. 22.078],24,B0018,204,2053,02053.csv,86
2054,[2008. 8. 6. 20. 58. 55.781],24,B0018,206,2055,02055.csv,87
2058,[2008. 8. 7. 16. 13. 2.546],24,B0018,210,2059,02059.csv,88
2060,[2008. 8. 7. 19. 56. 43.171],24,B0018,212,2061,02061.csv,89
2062,[2008. 8. 7. 23. 40. 59.140],24,B0018,214,2063,02063.csv,90
2064,[2008. 8. 8. 3. 22. 43.812],24,B0018,216,2065,02065.csv,91
2066,[2008. 8. 8. 7. 6. 26.906],24,B0018,218,2067,02067.csv,92
2069,[2008. 8. 8. 17. 8. 38.187],24,B0018,221,2070,02070.csv,93
2071,[2008. 8. 8. 21. 0. 10.343],24,B0018,223,2072,02072.csv,94
2073,[2008. 8. 9. 0. 43. 42.343],24,B0018,225,2074,02074.csv,95
2075,[2008. 8. 9. 4. 26. 32.125],24,B0018,227,2076,02076.csv,96
2077,[2008. 8. 9. 8. 9. 19.531],24,B0018,229,2078,02078.csv,97
2081,[2008. 8. 9. 13. 1. 49.218],24,B0018,233,2082,02082.csv,98
2083,[2008. 8. 9. 16. 47. 55.859],24,B0018,235,2084,02084.csv,99
2085,[2008. 8. 9. 20. 30. 0.062],24,B0018,237,2086,02086.csv,100
2087,[2008. 8. 10. 0. 10. 42.265],24,B0018,239,2088,02088.csv,101
2089,[2008. 8. 10. 3. 49. 44.953],24,B0018,241,2090,02090.csv,102
2093,[2008. 8. 10. 8. 43. 19.843],24,B0018,245,2094,02094.csv,103
2095,[2008. 8. 10. 12. 28. 9.390],24,B0018,247,2096,02096.csv,104
2097,[2008. 8. 10. 16. 9. 41.390],24,B0018,249,2098,02098.csv,105
2099,[2008. 8. 10. 19. 49. 16.250],24,B0018,251,2100,02100.csv,106
2101,[2008. 8. 10. 23. 28. 10.781],24,B0018,253,2102,02102.csv,107
2105,[2008. 8. 14. 10. 5. 53.078],24,B0018,257,2106,02106.csv,108
2107,[2008. 8. 14. 13. 54. 59.015],24,B0018,259,2108,02108.csv,109
2109,[2008. 8. 14. 17. 39. 49.250],24,B0018,261,2110,02110.csv,110
2111,[2008. 8. 14. 21. 19. 9.703],24,B0018,263,2112,02112.csv,111
2113,[2008. 8. 15. 0. 58. 33.437],24,B0018,265,2114,02114.csv,112
2116,[2008. 8. 15. 5. 24. 5.828],24,B0018,268,2117,02117.csv,113
2118,[2008. 8. 15. 9. 9. 0.093],24,B0018,270,2119,02119.csv,114
2120,[2008. 8. 15. 12. 48. 53.031],24,B0018,272,2121,02121.csv,115
2122,[2008. 8. 15. 16. 25. 59.281],24,B0018,274,2123,02123.csv,116
2124,[2008. 8. 15. 20. 2. 8.796],24,B0018,276,2125,02125.csv,117
2128,[2008. 8. 16. 0. 51. 25.468],24,B0018,280,2129,02129.csv,118
2130,[2008. 8. 16. 4. 41. 15.562],24,B0018,282,2131,02131.csv,119
2132,[2008. 8. 16. 8. 25. 37.593],24,B0018,284,2133,02133.csv,120
2134,[2008. 8. 16. 12. 9. 15.296],24,B0018,286,2135,02135.csv,121
2136,[2008. 8. 16. 15. 50. 39.953],24,B0018,288,2137,02137.csv,122
2140,[2008. 8. 18. 11. 25. 33.828],24,B0018,292,2141,02141.csv,123
2142,[2008. 8. 18. 15. 16. 36.906],24,B0018,294,2143,02143.csv,124
2144,[2008. 8. 18. 18. 57. 53.437],24,B0018,296,2145,02145.csv,125
2146,[2008. 8. 18. 22. 37. 25.296],24,B0018,298,2147,02147.csv,126
2148,[2008. 8. 19. 2. 14. 12.500],24,B0018,300,2149,02149.csv,127
2151,[2008. 8. 19. 6. 41. 7.359],24,B0018,303,2152,02152.csv,128
2153,[2008. 8. 19. 10. 27. 54.171],24,B0018,305,2154,02154.csv,129
2155,[2008. 8. 19. 14. 5. 26.578],24,B0018,307,2156,02156.csv,130
2157,[2008. 8. 19. 17. 42. 47.484],24,B0018,309,2158,02158.csv,131
2159,[2008. 8. 19. 21. 20. 19.656],24,B0018,311,2160,02160.csv,132
2163,[2008. 8. 20. 2. 6. 37.718],24,B0018,315,2164,02164.csv,133
2165,[2008. 8. 20. 5. 49. 31.828],24,B0018,317,2166,02166.csv,134
2168,[2009. 2. 13. 19. 35. 35.093],24,B0025,1,2169,02169.csv,1
2171,[2009. 2. 14. 1. 2. 23.062],24,B0025,4,2172,02172.csv,2
2173,[2009. 2. 14. 5. 53. 30.656],24,B0025,6,2174,02174.csv,3
2175,[2009. 2. 14. 10. 44. 11.093],24,B0025,8,2176,02176.csv,4
2177,[2009. 2. 14. 15. 34. 35.156],24,B0025,10,2178,02178.csv,5
2180,[2009. 2. 14. 21. 0. 31.546],24,B0025,13,2181,02181.csv,6
2184,[2009. 2. 18. 13. 12. 53.640],24,B0025,17,2185,02185.csv,7
2187,[2009. 2. 18. 18. 38. 22.812],24,B0025,20,2188,02188.csv,8
2188,[2009. 2. 18. 22. 20. 1.140],24,B0025,21,2189,02189.csv,9
2190,[2009. 2. 19. 2. 41. 52.140],24,B0025,23,2191,02191.csv,10
2192,[2009. 2. 19. 7. 27. 48.015],24,B0025,25,2193,02193.csv,11
2195,[2009. 2. 19. 12. 49. 48.921],24,B0025,28,2196,02196.csv,12
2199,[2009. 2. 20. 12. 8. 44.968],24,B0025,32,2200,02200.csv,13
2202,[2009. 2. 20. 17. 32. 10.968],24,B0025,35,2203,02203.csv,14
2204,[2009. 2. 20. 22. 15. 30.718],24,B0025,37,2205,02205.csv,15
2206,[2009. 2. 21. 3. 1. 18.140],24,B0025,39,2207,02207.csv,16
