Unnamed: 0,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,cycle_number,datetime,delta_time,SOH
1903,"[2008.0, 7.0, 12.0, 15.0, 13.0, 28.609]",24,B0018,55,1904,01904.csv,1.7315166735475835,21,2008-07-12 15:13:28.609,8725667.016,0.8657583367737918
1905,"[2008.0, 7.0, 12.0, 18.0, 52.0, 45.109]",24,B0018,57,1906,01906.csv,1.7085949894470602,22,2008-07-12 18:52:45.109,8738823.516,0.8542974947235301
1907,"[2008.0, 7.0, 12.0, 22.0, 50.0, 29.984]",24,B0018,59,1908,01908.csv,1.711469957068211,23,2008-07-12 22:50:29.984,8753088.391,0.8557349785341056
1910,"[2008.0, 7.0, 13.0, 3.0, 19.0, 5.703]",24,B0018,62,1911,01911.csv,1.7075021373272627,24,2008-07-13 03:19:05.703,8769204.11,0.8537510686636314
1913,"[2008.0, 7.0, 14.0, 13.0, 8.0, 20.5]",24,B0018,65,1914,01914.csv,1.7492382064360228,25,2008-07-14 13:08:20.500,8890958.907,0.8746191032180114
1915,"[2008.0, 7.0, 14.0, 17.0, 3.0, 45.625]",24,B0018,67,1916,01916.csv,1.7327697147429957,26,2008-07-14 17:03:45.625,8905084.032,0.8663848573714978
1917,"[2008.0, 7.0, 14.0, 20.0, 57.0, 32.609]",24,B0018,69,1918,01918.csv,1.7222313328292376,27,2008-07-14 20:57:32.609,8919111.016,0.8611156664146188
1919,"[2008.0, 7.0, 15.0, 0.0, 49.0, 58.484]",24,B0018,71,1920,01920.csv,1.711846298984729,28,2008-07-15 00:49:58.484,8933056.891,0.8559231494923645
1922,"[2008.0, 7.0, 15.0, 5.0, 14.0, 47.25]",24,B0018,74,1923,01923.csv,1.699267835126687,29,2008-07-15 05:14:47.250,8948945.657,0.8496339175633435
1925,"[2008.0, 7.0, 15.0, 9.0, 43.0, 28.937]",24,B0018,77,1926,01926.csv,1.6940366439243106,30,2008-07-15 09:43:28.937,8965067.344,0.8470183219621553
1927,"[2008.0, 7.0, 15.0, 13.0, 36.0, 47.89]",24,B0018,79,1928,01928.csv,1.6819027078768087,31,2008-07-15 13:36:47.890,8979066.297,0.8409513539384044
1929,"[2008.0, 7.0, 15.0, 17.0, 29.0, 47.765]",24,B0018,81,1930,01930.csv,1.6769770618433686,32,2008-07-15 17:29:47.765,8993046.172,0.8384885309216843
1931,"[2008.0, 7.0, 15.0, 21.0, 21.0, 30.39]",24,B0018,83,1932,01932.csv,1.6655229306478936,33,2008-07-15 21:21:30.390,9006948.797,0.8327614653239468
1934,"[2008.0, 7.0, 16.0, 1.0, 45.0, 13.39]",24,B0018,86,1935,01935.csv,1.6571924575832084,34,2008-07-16 01:45:13.390,9022771.797,0.8285962287916042
1937,"[2008.0, 7.0, 16.0, 6.0, 12.0, 34.39]",24,B0018,89,1938,01938.csv,1.6482241555294048,35,2008-07-16 06:12:34.390,9038812.797,0.8241120777647023
1939,"[2008.0, 7.0, 16.0, 10.0, 5.0, 40.718]",24,B0018,91,1940,01940.csv,1.6387701497987262,36,2008-07-16 10:05:40.718,9052799.125,0.8193850748993632
1941,"[2008.0, 7.0, 16.0, 13.0, 57.0, 42.468]",24,B0018,93,1942,01942.csv,1.6276486907262062,37,2008-07-16 13:57:42.468,9066720.875,0.8138243453631031
1943,"[2008.0, 7.0, 16.0, 17.0, 51.0, 36.078]",24,B0018,95,1944,01944.csv,1.62215370227252,38,2008-07-16 17:51:36.078,9080754.485,0.81107685113626
1946,"[2008.0, 7.0, 16.0, 22.0, 13.0, 57.593]",24,B0018,98,1947,01947.csv,1.6140066510467586,39,2008-07-16 22:13:57.593,9096496.0,0.8070033255233793
1949,"[2008.0, 7.0, 18.0, 17.0, 28.0, 12.125]",24,B0018,101,1950,01950.csv,1.6760516154424625,40,2008-07-18 17:28:12.125,9252150.532,0.8380258077212313
1951,"[2008.0, 7.0, 18.0, 21.0, 19.0, 44.421]",24,B0018,103,1952,01952.csv,1.649300642552199,41,2008-07-18 21:19:44.421,9266042.828,0.8246503212760995
1953,"[2008.0, 7.0, 19.0, 1.0, 10.0, 7.046]",24,B0018,105,1954,01954.csv,1.63238299185809,42,2008-07-19 01:10:07.046,9279865.453,0.816191495929045
1955,"[2008.0, 7.0, 19.0, 5.0, 1.0, 4.953]",24,B0018,107,1956,01956.csv,1.6164159719025777,43,2008-07-19 05:01:04.953,9293723.36,0.8082079859512887
1958,"[2008.0, 7.0, 19.0, 9.0, 25.0, 29.875]",24,B0018,110,1959,01959.csv,1.6109028378249377,44,2008-07-19 09:25:29.875,9309588.282,0.8054514189124689
1961,"[2008.0, 7.0, 19.0, 13.0, 53.0, 0.75]",24,B0018,113,1962,01962.csv,1.5954638693695655,45,2008-07-19 13:53:00.750,9325639.157,0.7977319346847829
1964,"[2008.0, 7.0, 29.0, 18.0, 34.0, 27.281]",24,B0018,116,1965,01965.csv,1.726707440085764,46,2008-07-29 18:34:27.281,10206525.688,0.863353720042882
1966,"[2008.0, 7.0, 29.0, 22.0, 21.0, 53.5]",24,B0018,118,1967,01967.csv,1.7165673917429751,47,2008-07-29 22:21:53.500,10220171.907,0.8582836958714876
1968,"[2008.0, 7.0, 30.0, 2.0, 9.0, 48.828]",24,B0018,120,1969,01969.csv,1.6958235570934848,48,2008-07-30 02:09:48.828,10233847.235,0.8479117785467423
1970,"[2008.0, 7.0, 30.0, 5.0, 57.0, 2.328]",24,B0018,122,1971,01971.csv,1.6777783190792557,49,2008-07-30 05:57:02.328,10247480.735,0.8388891595396278
1972,"[2008.0, 7.0, 30.0, 9.0, 52.0, 21.281]",24,B0018,124,1973,01973.csv,1.6606586897774192,50,2008-07-30 09:52:21.281,10261599.688,0.8303293448887097
1975,"[2008.0, 7.0, 30.0, 19.0, 28.0, 7.671]",24,B0018,127,1976,01976.csv,1.6664109274827466,51,2008-07-30 19:28:07.671,10296146.078,0.8332054637413733
1977,"[2008.0, 7.0, 30.0, 23.0, 16.0, 54.218]",24,B0018,129,1978,01978.csv,1.6468336174407805,52,2008-07-30 23:16:54.218,10309872.625,0.8234168087203902
1979,"[2008.0, 7.0, 31.0, 2.0, 46.0, 18.031]",24,B0018,131,1980,01980.csv,1.6257639928779952,53,2008-07-31 02:46:18.031,10322436.438,0.8128819964389976
1981,"[2008.0, 7.0, 31.0, 6.0, 15.0, 17.843]",24,B0018,133,1982,01982.csv,1.6121577411874597,54,2008-07-31 06:15:17.843,10334976.25,0.8060788705937298
1983,"[2008.0, 7.0, 31.0, 10.0, 10.0, 14.359]",24,B0018,135,1984,01984.csv,1.6057366823755344,55,2008-07-31 10:10:14.359,10349072.766,0.8028683411877673
1988,"[2008.0, 8.0, 1.0, 17.0, 46.0, 33.109]",24,B0018,140,1989,01989.csv,1.673645314879889,56,2008-08-01 17:46:33.109,10462851.516,0.8368226574399444
1990,"[2008.0, 8.0, 1.0, 21.0, 32.0, 12.937]",24,B0018,142,1991,01991.csv,1.6404348572349936,57,2008-08-01 21:32:12.937,10476391.344,0.8202174286174969
1992,"[2008.0, 8.0, 2.0, 1.0, 17.0, 9.625]",24,B0018,144,1993,01993.csv,1.6132653317422077,58,2008-08-02 01:17:09.625,10489888.032,0.8066326658711038
1994,"[2008.0, 8.0, 2.0, 5.0, 3.0, 55.921]",24,B0018,146,1995,01995.csv,1.5920964324686278,59,2008-08-02 05:03:55.921,10503494.328,0.7960482162343139
1997,"[2008.0, 8.0, 2.0, 9.0, 26.0, 51.375]",24,B0018,149,1998,01998.csv,1.5866011820698824,60,2008-08-02 09:26:51.375,10519269.782,0.7933005910349412
2000,"[2008.0, 8.0, 2.0, 13.0, 55.0, 3.296]",24,B0018,152,2001,02001.csv,1.580076649033625,61,2008-08-02 13:55:03.296,10535361.703,0.7900383245168127
2002,"[2008.0, 8.0, 2.0, 17.0, 41.0, 59.359]",24,B0018,154,2003,02003.csv,1.5641732953289167,62,2008-08-02 17:41:59.359,10548977.766,0.7820866476644583
2004,"[2008.0, 8.0, 2.0, 21.0, 29.0, 24.406]",24,B0018,156,2005,02005.csv,1.555618272193922,63,2008-08-02 21:29:24.406,10562622.813,0.777809136096961
2006,"[2008.0, 8.0, 3.0, 1.0, 16.0, 7.078]",24,B0018,158,2007,02007.csv,1.5402045278637395,64,2008-08-03 01:16:07.078,10576225.485,0.7701022639318696
2009,"[2008.0, 8.0, 3.0, 5.0, 39.0, 11.953]",24,B0018,161,2010,02010.csv,1.5321613015959863,65,2008-08-03 05:39:11.953,10592010.36,0.7660806507979931
2012,"[2008.0, 8.0, 3.0, 10.0, 8.0, 42.828]",24,B0018,164,2013,02013.csv,1.5316232403693415,66,2008-08-03 10:08:42.828,10608181.235,0.7658116201846706
2014,"[2008.0, 8.0, 3.0, 13.0, 54.0, 25.093]",24,B0018,166,2015,02015.csv,1.5222595950771978,67,2008-08-03 13:54:25.093,10621723.5,0.7611297975385989
2016,"[2008.0, 8.0, 3.0, 17.0, 42.0, 28.75]",24,B0018,168,2017,02017.csv,1.5065267126851285,68,2008-08-03 17:42:28.750,10635407.157,0.7532633563425642
2018,"[2008.0, 8.0, 3.0, 21.0, 26.0, 49.765]",24,B0018,170,2019,02019.csv,1.5014219556532926,69,2008-08-03 21:26:49.765,10648868.172,0.7507109778266464
2021,"[2008.0, 8.0, 4.0, 1.0, 48.0, 42.89]",24,B0018,173,2022,02022.csv,1.4963534117486457,70,2008-08-04 01:48:42.890,10664581.297,0.748176705874323
2024,"[2008.0, 8.0, 4.0, 17.0, 8.0, 25.328]",24,B0018,176,2025,02025.csv,1.5334262000312422,71,2008-08-04 17:08:25.328,10719763.735,0.7667131000156211
2026,"[2008.0, 8.0, 4.0, 20.0, 55.0, 13.796]",24,B0018,178,2027,02027.csv,1.523845267514426,72,2008-08-04 20:55:13.796,10733372.203,0.7619226337572129
2028,"[2008.0, 8.0, 5.0, 0.0, 41.0, 24.609]",24,B0018,180,2029,02029.csv,1.501192099426124,73,2008-08-05 00:41:24.609,10746943.016,0.750596049713062
2030,"[2008.0, 8.0, 5.0, 4.0, 27.0, 50.953]",24,B0018,182,2031,02031.csv,1.492417671450291,74,2008-08-05 04:27:50.953,10760529.36,0.7462088357251456
2032,"[2008.0, 8.0, 5.0, 8.0, 23.0, 48.25]",24,B0018,184,2033,02033.csv,1.483323851940123,75,2008-08-05 08:23:48.250,10774686.657,0.7416619259700616
2035,"[2008.0, 8.0, 5.0, 12.0, 50.0, 42.531]",24,B0018,187,2036,02036.csv,1.4807376792294196,76,2008-08-05 12:50:42.531,10790700.938,0.7403688396147098
2037,"[2008.0, 8.0, 5.0, 16.0, 36.0, 12.671]",24,B0018,189,2038,02038.csv,1.4735077809902477,77,2008-08-05 16:36:12.671,10804231.078,0.7367538904951239
2039,"[2008.0, 8.0, 5.0, 20.0, 21.0, 46.906]",24,B0018,191,2040,02040.csv,1.46801928526661,78,2008-08-05 20:21:46.906,10817765.313,0.734009642633305
2041,"[2008.0, 8.0, 6.0, 0.0, 6.0, 53.156]",24,B0018,193,2042,02042.csv,1.458092355711902,79,2008-08-06 00:06:53.156,10831271.563,0.729046177855951
2044,"[2008.0, 8.0, 6.0, 4.0, 27.0, 52.921]",24,B0018,196,2045,02045.csv,1.44786609888914,80,2008-08-06 04:27:52.921,10846931.328,0.72393304944457
2047,"[2008.0, 8.0, 6.0, 8.0, 55.0, 24.593]",24,B0018,199,2048,02048.csv,1.4527808777541982,81,2008-08-06 08:55:24.593,10862983.0,0.726390438877099
2049,"[2008.0, 8.0, 6.0, 12.0, 40.0, 42.031]",24,B0018,201,2050,02050.csv,1.4425356364492432,82,2008-08-06 12:40:42.031,10876500.438,0.7212678182246216
2051,"[2008.0, 8.0, 6.0, 16.0, 25.0, 32.093]",24,B0018,203,2052,02052.csv,1.4392712877203313,83,2008-08-06 16:25:32.093,10889990.5,0.7196356438601658
2053,"[2008.0, 8.0, 6.0, 20.0, 9.0, 11.453]",24,B0018,205,2054,02054.csv,1.4286475681888218,84,2008-08-06 20:09:11.453,10903409.86,0.7143237840944109
2056,"[2008.0, 8.0, 7.0, 0.0, 27.0, 39.046]",24,B0018,208,2057,02057.csv,1.4249026750004896,85,2008-08-07 00:27:39.046,10918917.453,0.7124513375002448
2059,"[2008.0, 8.0, 7.0, 19.0, 5.0, 53.109]",24,B0018,211,2060,02060.csv,1.4698115324524124,86,2008-08-07 19:05:53.109,10986011.516,0.7349057662262062
2061,"[2008.0, 8.0, 7.0, 22.0, 50.0, 51.859]",24,B0018,213,2062,02062.csv,1.4525819651050202,87,2008-08-07 22:50:51.859,10999510.266,0.7262909825525101
2063,"[2008.0, 8.0, 8.0, 2.0, 32.0, 53.25]",24,B0018,215,2064,02064.csv,1.442834198908794,88,2008-08-08 02:32:53.250,11012831.657,0.721417099454397
2065,"[2008.0, 8.0, 8.0, 6.0, 16.0, 47.328]",24,B0018,217,2066,02066.csv,1.428376058807949,89,2008-08-08 06:16:47.328,11026265.735,0.7141880294039745
2067,"[2008.0, 8.0, 8.0, 10.0, 14.0, 50.671]",24,B0018,219,2068,02068.csv,1.4154547844370715,90,2008-08-08 10:14:50.671,11040549.078,0.7077273922185356
2070,"[2008.0, 8.0, 8.0, 20.0, 10.0, 8.812]",24,B0018,222,2071,02071.csv,1.454576670077708,91,2008-08-08 20:10:08.812,11076267.219,0.7272883350388539
2072,"[2008.0, 8.0, 8.0, 23.0, 54.0, 1.812]",24,B0018,224,2073,02073.csv,1.4283179548274056,92,2008-08-08 23:54:01.812,11089700.219,0.7141589774137028
2074,"[2008.0, 8.0, 9.0, 3.0, 37.0, 6.281]",24,B0018,226,2075,02075.csv,1.4197026883204058,93,2008-08-09 03:37:06.281,11103084.688,0.7098513441602029
2076,"[2008.0, 8.0, 9.0, 7.0, 19.0, 59.656]",24,B0018,228,2077,02077.csv,1.4155606630306516,94,2008-08-09 07:19:59.656,11116458.063,0.7077803315153258
2079,"[2008.0, 8.0, 9.0, 11.0, 36.0, 57.875]",24,B0018,231,2080,02080.csv,1.405680035419228,95,2008-08-09 11:36:57.875,11131876.282,0.7028400177096139
2082,"[2008.0, 8.0, 9.0, 15.0, 59.0, 2.406]",24,B0018,234,2083,02083.csv,1.4084461071166137,96,2008-08-09 15:59:02.406,11147600.813,0.7042230535583068
2084,"[2008.0, 8.0, 9.0, 19.0, 41.0, 13.296]",24,B0018,236,2085,02085.csv,1.3968547782872414,97,2008-08-09 19:41:13.296,11160931.703,0.6984273891436207
2086,"[2008.0, 8.0, 9.0, 23.0, 22.0, 0.984]",24,B0018,238,2087,02087.csv,1.3935670371440676,98,2008-08-09 23:22:00.984,11174179.391,0.6967835185720338
2088,"[2008.0, 8.0, 10.0, 3.0, 1.0, 8.859]",24,B0018,240,2089,02089.csv,1.3893644292809475,99,2008-08-10 03:01:08.859,11187327.266,0.6946822146404737
2091,"[2008.0, 8.0, 10.0, 7.0, 19.0, 8.453]",24,B0018,243,2092,02092.csv,1.378565141566671,100,2008-08-10 07:19:08.453,11202806.86,0.6892825707833355
2094,"[2008.0, 8.0, 10.0, 11.0, 39.0, 39.812]",24,B0018,246,2095,02095.csv,1.384901110085747,101,2008-08-10 11:39:39.812,11218438.219,0.6924505550428735
2096,"[2008.0, 8.0, 10.0, 15.0, 21.0, 25.468]",24,B0018,248,2097,02097.csv,1.3703251814242443,102,2008-08-10 15:21:25.468,11231743.875,0.6851625907121222
2098,"[2008.0, 8.0, 10.0, 19.0, 1.0, 7.218]",24,B0018,250,2099,02099.csv,1.3733464385229082,103,2008-08-10 19:01:07.218,11244925.625,0.6866732192614541
2100,"[2008.0, 8.0, 10.0, 22.0, 40.0, 10.453]",24,B0018,252,2101,02101.csv,1.3679487285504814,104,2008-08-10 22:40:10.453,11258068.86,0.6839743642752407
2103,"[2008.0, 8.0, 11.0, 2.0, 53.0, 19.859]",24,B0018,255,2104,02104.csv,1.3567141087089647,105,2008-08-11 02:53:19.859,11273258.266,0.6783570543544823
2106,"[2008.0, 8.0, 14.0, 13.0, 4.0, 49.687]",24,B0018,258,2107,02107.csv,1.4604310209194575,106,2008-08-14 13:04:49.687,11569148.094,0.7302155104597287
2108,"[2008.0, 8.0, 14.0, 16.0, 49.0, 56.812]",24,B0018,260,2109,02109.csv,1.4500998937104097,107,2008-08-14 16:49:56.812,11582655.219,0.7250499468552049
2110,"[2008.0, 8.0, 14.0, 20.0, 29.0, 23.812]",24,B0018,262,2111,02111.csv,1.4381406901824496,108,2008-08-14 20:29:23.812,11595822.219,0.7190703450912248
2112,"[2008.0, 8.0, 15.0, 0.0, 8.0, 59.578]",24,B0018,264,2113,02113.csv,1.4283681980964316,109,2008-08-15 00:08:59.578,11608997.985,0.7141840990482158
2114,"[2008.0, 8.0, 15.0, 3.0, 59.0, 10.796]",24,B0018,266,2115,02115.csv,1.4147874517552432,110,2008-08-15 03:59:10.796,11622809.203,0.7073937258776216
2117,"[2008.0, 8.0, 15.0, 8.0, 19.0, 52.703]",24,B0018,269,2118,02118.csv,1.413889163393182,111,2008-08-15 08:19:52.703,11638451.11,0.706944581696591
2119,"[2008.0, 8.0, 15.0, 12.0, 0.0, 3.39]",24,B0018,271,2120,02120.csv,1.3989331662177225,112,2008-08-15 12:00:03.390,11651661.797,0.6994665831088612
2121,"[2008.0, 8.0, 15.0, 15.0, 37.0, 16.687]",24,B0018,273,2122,02122.csv,1.3953322584033976,113,2008-08-15 15:37:16.687,11664695.094,0.6976661292016988
2123,"[2008.0, 8.0, 15.0, 19.0, 13.0, 34.203]",24,B0018,275,2124,02124.csv,1.390046129540245,114,2008-08-15 19:13:34.203,11677672.61,0.6950230647701225
2126,"[2008.0, 8.0, 15.0, 23.0, 27.0, 4.375]",24,B0018,278,2127,02127.csv,1.3860271454209647,115,2008-08-15 23:27:04.375,11692882.782,0.6930135727104824
2129,"[2008.0, 8.0, 16.0, 3.0, 52.0, 55.64]",24,B0018,281,2130,02130.csv,1.388215260193751,116,2008-08-16 03:52:55.640,11708834.047,0.6941076300968754
2131,"[2008.0, 8.0, 16.0, 7.0, 37.0, 37.796]",24,B0018,283,2132,02132.csv,1.3761826562394497,117,2008-08-16 07:37:37.796,11722316.203,0.6880913281197248
2133,"[2008.0, 8.0, 16.0, 11.0, 21.0, 22.14]",24,B0018,285,2134,02134.csv,1.3647168898640163,118,2008-08-16 11:21:22.140,11735740.547,0.6823584449320081
2135,"[2008.0, 8.0, 16.0, 15.0, 2.0, 56.64]",24,B0018,287,2136,02136.csv,1.3589854739373584,119,2008-08-16 15:02:56.640,11749035.047,0.6794927369686792
2138,"[2008.0, 8.0, 16.0, 19.0, 15.0, 49.609]",24,B0018,290,2139,02139.csv,1.34623087640088,120,2008-08-16 19:15:49.609,11764208.016,0.67311543820044
2141,"[2008.0, 8.0, 18.0, 14.0, 27.0, 16.015]",24,B0018,293,2142,02142.csv,1.4268427818454643,121,2008-08-18 14:27:16.015,11919694.422,0.7134213909227322
2143,"[2008.0, 8.0, 18.0, 18.0, 8.0, 54.125]",24,B0018,295,2144,02144.csv,1.4064481483279665,122,2008-08-18 18:08:54.125,11932992.532,0.7032240741639832
2145,"[2008.0, 8.0, 18.0, 21.0, 48.0, 48.484]",24,B0018,297,2146,02146.csv,1.3934907492075153,123,2008-08-18 21:48:48.484,11946186.891,0.6967453746037576
2147,"[2008.0, 8.0, 19.0, 1.0, 25.0, 43.656]",24,B0018,299,2148,02148.csv,1.3882493512249316,124,2008-08-19 01:25:43.656,11959202.063,0.6941246756124658
2149,"[2008.0, 8.0, 19.0, 5.0, 17.0, 5.812]",24,B0018,301,2150,02150.csv,1.3701878338420928,125,2008-08-19 05:17:05.812,11973084.219,0.6850939169210464
2152,"[2008.0, 8.0, 19.0, 9.0, 39.0, 42.5]",24,B0018,304,2153,02153.csv,1.379695166560862,126,2008-08-19 09:39:42.500,11988840.907,0.6898475832804309
2154,"[2008.0, 8.0, 19.0, 13.0, 17.0, 33.984]",24,B0018,306,2155,02155.csv,1.3686586323935683,127,2008-08-19 13:17:33.984,12001912.391,0.6843293161967842
2156,"[2008.0, 8.0, 19.0, 16.0, 54.0, 51.734]",24,B0018,308,2157,02157.csv,1.3627371779096438,128,2008-08-19 16:54:51.734,12014950.141,0.6813685889548219
2158,"[2008.0, 8.0, 19.0, 20.0, 32.0, 20.468]",24,B0018,310,2159,02159.csv,1.3634051133928071,129,2008-08-19 20:32:20.468,12027998.875,0.6817025566964036
2161,"[2008.0, 8.0, 20.0, 0.0, 43.0, 5.406]",24,B0018,313,2162,02162.csv,1.3518646035305233,130,2008-08-20 00:43:05.406,12043043.813,0.6759323017652616
2164,"[2008.0, 8.0, 20.0, 5.0, 2.0, 0.296]",24,B0018,316,2165,02165.csv,1.3547969729652622,131,2008-08-20 05:02:00.296,12058578.703,0.677398486482631
2166,"[2008.0, 8.0, 20.0, 8.0, 37.0, 19.515]",24,B0018,318,2167,02167.csv,1.341051440640485,132,2008-08-20 08:37:19.515,12071497.922,0.6705257203202425
2170,"[2009.0, 2.0, 13.0, 23.0, 12.0, 28.078]",24,B0025,3,2171,02171.csv,1.847011162956716,1,2009-02-13 23:12:28.078,27416806.485,0.9235055814783579
2172,"[2009.0, 2.0, 14.0, 4.0, 3.0, 34.578]",24,B0025,5,2173,02173.csv,1.8485654344528384,2,2009-02-14 04:03:34.578,27434272.985,0.9242827172264192
2174,"[2009.0, 2.0, 14.0, 8.0, 54.0, 41.468]",24,B0025,7,2175,02175.csv,1.847111177186175,3,2009-02-14 08:54:41.468,27451739.875,0.9235555885930876
2176,"[2009.0, 2.0, 14.0, 13.0, 45.0, 23.546]",24,B0025,9,2177,02177.csv,1.8489837601535537,4,2009-02-14 13:45:23.546,27469181.953,0.9244918800767767
2178,"[2009.0, 2.0, 14.0, 18.0, 35.0, 40.671]",24,B0025,11,2179,02179.csv,1.837012071856044,5,2009-02-14 18:35:40.671,27486599.078,0.918506035928022
2182,"[2009.0, 2.0, 18.0, 10.0, 48.0, 58.156]",24,B0025,15,2183,02183.csv,1.817549211247137,6,2009-02-18 10:48:58.156,27804196.563,0.9087746056235685
2186,"[2009.0, 2.0, 18.0, 16.0, 49.0, 7.39]",24,B0025,19,2187,02187.csv,1.839863822522073,7,2009-02-18 16:49:07.390,27825805.797,0.9199319112610364
2189,"[2009.0, 2.0, 19.0, 0.0, 52.0, 49.687]",24,B0025,22,2190,02190.csv,1.8430595619731431,8,2009-02-19 00:52:49.687,27854828.094,0.9215297809865716
2191,"[2009.0, 2.0, 19.0, 5.0, 38.0, 57.14]",24,B0025,24,2192,02192.csv,1.8401871729536057,9,2009-02-19 05:38:57.140,27871995.547,0.9200935864768028
2193,"[2009.0, 2.0, 19.0, 10.0, 25.0, 15.218]",24,B0025,26,2194,02194.csv,1.8281265632888253,10,2009-02-19 10:25:15.218,27889173.625,0.9140632816444126
2197,"[2009.0, 2.0, 20.0, 9.0, 44.0, 26.828]",24,B0025,30,2198,02198.csv,1.8253563336445804,11,2009-02-20 09:44:26.828,27973125.235,0.9126781668222904
2201,"[2009.0, 2.0, 20.0, 15.0, 43.0, 26.14]",24,B0025,34,2202,02202.csv,1.821418055262616,12,2009-02-20 15:43:26.140,27994664.547,0.910709027631308
2203,"[2009.0, 2.0, 20.0, 20.0, 27.0, 0.812]",24,B0025,36,2204,02204.csv,1.830315627968932,13,2009-02-20 20:27:00.812,28011679.219,0.915157813984466
2205,"[2009.0, 2.0, 21.0, 1.0, 12.0, 57.984]",24,B0025,38,2206,02206.csv,1.8175491643824844,14,2009-02-21 01:12:57.984,28028836.391,0.9087745821912422
2207,"[2009.0, 2.0, 21.0, 5.0, 57.0, 5.062]",24,B0025,40,2208,02208.csv,1.810901200296979,15,2009-02-21 05:57:05.062,28045883.469,0.9054506001484895
2209,"[2009.0, 2.0, 21.0, 10.0, 42.0, 44.125]",24,B0025,42,2210,02210.csv,1.808303260308424,16,2009-02-21 10:42:44.125,28063022.532,0.904151630154212
2213,"[2009.0, 3.0, 2.0, 16.0, 30.0, 34.015]",24,B0025,46,2214,02214.csv,1.7928016149381063,17,2009-03-02 16:30:34.015,28861492.422,0.8964008074690532
2217,"[2009.0, 3.0, 2.0, 22.0, 19.0, 45.593]",24,B0025,50,2218,02218.csv,1.812563150045885,18,2009-03-02 22:19:45.593,28882444.0,0.9062815750229425
2219,"[2009.0, 3.0, 3.0, 2.0, 59.0, 39.453]",24,B0025,52,2220,02220.csv,1.807772607491239,19,2009-03-03 02:59:39.453,28899237.86,0.9038863037456195
2221,"[2009.0, 3.0, 3.0, 7.0, 39.0, 7.296]",24,B0025,54,2222,02222.csv,1.8048055175003967,20,2009-03-03 07:39:07.296,28916005.703,0.9024027587501984
2223,"[2009.0, 3.0, 3.0, 12.0, 18.0, 51.281]",24,B0025,56,2224,02224.csv,1.800538555899242,21,2009-03-03 12:18:51.281,28932789.688,0.9002692779496209
2225,"[2009.0, 3.0, 3.0, 16.0, 58.0, 46.625]",24,B0025,58,2226,02226.csv,1.7942356098033032,22,2009-03-03 16:58:46.625,28949585.032,0.8971178049016515
2232,"[2009.0, 3.0, 5.0, 18.0, 40.0, 18.984]",24,B0025,65,2233,02233.csv,1.807409052434889,23,2009-03-05 18:40:18.984,29128477.391,0.9037045262174443
2234,"[2009.0, 3.0, 5.0, 23.0, 20.0, 1.14]",24,B0025,67,2235,02235.csv,1.7902504816962077,24,2009-03-05 23:20:01.140,29145259.547,0.8951252408481039
2236,"[2009.0, 3.0, 6.0, 4.0, 0.0, 25.046]",24,B0025,69,2237,02237.csv,1.7961223845359495,25,2009-03-06 04:00:25.046,29162083.453,0.8980611922679748
2238,"[2009.0, 3.0, 6.0, 8.0, 39.0, 37.156]",24,B0025,71,2239,02239.csv,1.7912236690350776,26,2009-03-06 08:39:37.156,29178835.563,0.8956118345175388
2240,"[2009.0, 3.0, 6.0, 13.0, 20.0, 49.203]",24,B0025,73,2241,02241.csv,1.7854822365303245,27,2009-03-06 13:20:49.203,29195707.61,0.8927411182651622
2244,"[2009.0, 3.0, 19.0, 10.0, 34.0, 54.078]",24,B0025,77,2245,02245.csv,1.7677890780323615,28,2009-03-19 10:34:54.078,30308952.485,0.8838945390161809
2250,"[2009.0, 2.0, 13.0, 23.0, 12.0, 28.078]",24,B0026,3,2251,02251.csv,1.8132504303869896,1,2009-02-13 23:12:28.078,27416806.485,0.9066252151934948
2252,"[2009.0, 2.0, 14.0, 4.0, 3.0, 34.578]",24,B0026,5,2253,02253.csv,1.8149760087078304,2,2009-02-14 04:03:34.578,27434272.985,0.9074880043539152
2254,"[2009.0, 2.0, 14.0, 8.0, 54.0, 41.468]",24,B0026,7,2255,02255.csv,1.8135354175561995,3,2009-02-14 08:54:41.468,27451739.875,0.9067677087780995
2256,"[2009.0, 2.0, 14.0, 13.0, 45.0, 23.546]",24,B0026,9,2257,02257.csv,1.815149273310334,4,2009-02-14 13:45:23.546,27469181.953,0.9075746366551669
2258,"[2009.0, 2.0, 14.0, 18.0, 35.0, 40.671]",24,B0026,11,2259,02259.csv,1.81429130140682,5,2009-02-14 18:35:40.671,27486599.078,0.9071456507034099
2262,"[2009.0, 2.0, 18.0, 10.0, 48.0, 58.156]",24,B0026,15,2263,02263.csv,1.3863373424430123,6,2009-02-18 10:48:58.156,27804196.563,0.6931686712215062
2266,"[2009.0, 2.0, 18.0, 16.0, 49.0, 7.39]",24,B0026,19,2267,02267.csv,1.8165277958816064,7,2009-02-18 16:49:07.390,27825805.797,0.9082638979408031
2269,"[2009.0, 2.0, 19.0, 0.0, 52.0, 49.687]",24,B0026,22,2270,02270.csv,1.8085638576011065,8,2009-02-19 00:52:49.687,27854828.094,0.9042819288005532
